date,customer_id,payment_method,delivery_status,duration,no_of_orders,amount
05/19/2022,c6ab550f,Cash,Delivered,60,1,2000
05/19/2022,d773ca60,Cash,Delivered,27,1,3100
05/19/2022,4aa67c36,Cash,Delivered,61,0,1000
05/19/2022,a61aada5,Transfer,Pickup,,2,2000
05/20/2022,71321635,Cash,Delivered,20,0,3700
05/20/2022,2bb19256,Transfer,Delivered,25,0,8100
05/20/2022,935903df,Cash,Delivered,30,0,5300
05/20/2022,69ef3f90,Transfer,Delivered,147,1,26050
05/20/2022,77097549,Cash,Delivered,39,0,8100
05/20/2022,7eb012e8,Cash,Delivered,38,0,3000
05/20/2022,271b08b1,Transfer,Pickup,,0,1900
05/20/2022,c137fe2d,Cash,Delivered,45,0,1900
05/20/2022,08bc84db,Cash,Delivered,23,2,2000
05/20/2022,f2f946e3,Transfer,Delivered,40,0,13400
05/20/2022,ba0091d2,Transfer,Pickup,,0,3800
05/20/2022,7c001093,Cash,Delivered,39,0,2450
05/20/2022,3ed31338,Cash,Delivered,29,0,4500
05/20/2022,be9ef0d3,Transfer,Pickup,,0,2450
05/20/2022,da17091c,Transfer,Pickup,,3,10900
05/20/2022,f4f915eb,Cash,Delivered,82,1,2650
05/20/2022,32471bd3,Transfer,Pickup,,0,4350
05/20/2022,f9cabf07,Transfer,Pickup,,0,2200
05/20/2022,f9f134ab,Transfer,Pickup,,2,5800
05/20/2022,0c9910a0,Transfer,Delivered,59,1,2000
05/20/2022,d707c8d2,Cash,Delivered,37,0,1900
05/20/2022,8c7e8029,Cash,Delivered,18,1,1000
05/20/2022,2689bd15,Transfer,Delivered,46,0,5300
05/21/2022,cc59645a,Cash,Delivered,186,0,1000
05/21/2022,16ac0110,Cash,Delivered,42,1,3700
05/21/2022,4b766769,Transfer,Delivered,36,0,3000
05/21/2022,66be48dd,Cash,Delivered,63,0,17400
05/21/2022,8f28e14b,Transfer,Delivered,97,0,5300
05/21/2022,8bb68ad4,Transfer,Pickup,,0,4900
05/21/2022,a05f60d4,Cash,Delivered,54,0,2700
05/21/2022,88e5220b,Cash,Delivered,111,0,1900
05/21/2022,5c62e16f,Transfer,Pickup,,0,5700
05/21/2022,280dbb9c,Transfer,Delivered,108,0,1900
05/21/2022,add37703,Transfer,Pickup,,1,1000
05/21/2022,713f7170,Cash,Delivered,140,2,1750
05/21/2022,badd7437,Transfer,Delivered,254,0,29650
05/21/2022,0388b86c,Cash,Delivered,103,1,2100
05/21/2022,bbce46e8,Transfer,Pickup,,2,1750
05/21/2022,d24a045f,Transfer,Pickup,,0,3700
05/21/2022,a1e09c63,Cash,Delivered,45,0,1900
05/21/2022,89b445f8,Cash,Delivered,145,1,7300
05/21/2022,dd8b837a,Transfer,Delivered,177,0,5400
05/21/2022,962ea745,Cash,Delivered,169,0,1100
05/21/2022,56189b1b,Transfer,Pickup,,1,750
05/21/2022,40312a67,Cash,Delivered,88,2,2000
05/23/2022,2e018b25,Transfer,Delivered,20,1,2650
05/23/2022,26d80d9f,Transfer,Delivered,74,0,17850
05/23/2022,f0d54d9c,Transfer,Pickup,,0,4900
05/23/2022,694e1c2c,Cash,Delivered,40,0,4500
05/23/2022,b46a0cbc,Cash,Delivered,59,0,2700
05/23/2022,306a49c4,Transfer,Pickup,,1,1000
05/24/2022,082898b8,Transfer,Delivered,22,1,10950
05/24/2022,d8bf443b,Cash,Delivered,32,0,2200
05/24/2022,fe8aba4f,Cash,Delivered,15,0,1100
05/24/2022,7021d6b7,Cash,Delivered,31,0,4500
05/24/2022,6eb5e58a,Cash,Delivered,22,1,2650
05/24/2022,6a954cbf,Cash,Delivered,33,0,1900
05/24/2022,c2b00f89,Cash,Delivered,35,0,2700
05/24/2022,9fdb2ed5,Cash,Delivered,113,1,2100
05/24/2022,4a44aeec,Cash,Delivered,123,0,1000
05/24/2022,aed60366,Transfer,Delivered,47,1,4200
05/24/2022,678c256c,Transfer,Pickup,,0,1000
05/24/2022,94c4f632,Cash,Delivered,74,0,2000
05/25/2022,d0681cbf,Cash,Delivered,20,1,1500
05/25/2022,8658886f,Cash,Delivered,15,0,4500
05/25/2022,246b95c7,Cash,Delivered,59,1,1000
05/25/2022,35feb186,Cash,Delivered,116,0,3800
05/25/2022,d0cdb0d5,Cash,Delivered,88,1,2000
05/25/2022,9fc71005,Transfer,Pickup,,0,1900
05/25/2022,887271a7,Transfer,Delivered,70,0,3700
05/25/2022,06261081,Cash,Delivered,83,0,3800
05/25/2022,d50503e1,Cash,Delivered,121,0,2700
05/25/2022,fde83246,Transfer,Delivered,82,1,24550
05/25/2022,9bd34448,Cash,Delivered,57,0,4600
05/25/2022,9914c49f,Cash,Delivered,156,1,1000
05/25/2022,05d29156,Transfer,Pickup,,2,5000
05/25/2022,f291cc0a,Cash,Delivered,122,0,2700
05/25/2022,7a3228bb,Transfer,Pickup,,0,2800
05/25/2022,7550e9fc,Transfer,Pickup,,1,4800
05/25/2022,365f946f,Transfer,Pickup,,0,1900
05/25/2022,43e76f8a,Cash,Delivered,79,0,3000
05/25/2022,39a5ed29,Transfer,Pickup,,0,5400
05/26/2022,8ef2001a,Cash,Delivered,119,0,38000
05/26/2022,6dd8f3c5,Transfer,Delivered,74,1,33500
05/26/2022,83c66412,Transfer,Pickup,,0,9600
05/26/2022,2e094814,Cash,Delivered,55,0,4500
05/26/2022,bffc7339,Cash,Delivered,34,0,3800
05/26/2022,084f3f54,Cash,Delivered,32,1,2950
05/26/2022,fb813782,Cash,Delivered,63,0,1100
05/26/2022,1c8e1db2,Cash,Delivered,58,1,3650
05/26/2022,6075b2ab,Transfer,Pickup,,0,2700
05/26/2022,0fe9bb4c,Cash,Delivered,48,0,1900
05/26/2022,f04cde9d,Transfer,Delivered,42,2,10750
05/26/2022,bfc4d25d,Transfer,Pickup,,0,2900
05/26/2022,66b2dbcd,Cash,Cancelled,,0,1900
05/26/2022,bfbe7e5f,Transfer,Pickup,,1,1000
05/26/2022,6f0164a8,Transfer,Pickup,,1,2100
05/27/2022,1089b08c,Cash,Delivered,40,0,4500
05/27/2022,46a3f0eb,Transfer,Delivered,49,1,2650
05/27/2022,39e19c0c,Transfer,Delivered,36,0,2700
05/27/2022,40102c93,Transfer,Delivered,34,0,30600
05/27/2022,248a5d58,Cash,Delivered,66,0,9800
05/27/2022,1d1da230,Cash,Delivered,69,1,1000
05/27/2022,5a7d6379,Cash,Delivered,170,0,1900
05/27/2022,1ed1c224,Cash,Delivered,73,2,43900
05/27/2022,17555c14,Cash,Delivered,50,0,2700
05/27/2022,9263a631,Transfer,Pickup,,1,5900
05/27/2022,3a05a9b5,Transfer,Pickup,,1,2900
05/27/2022,d18d38ea,Cash,Delivered,55,0,3900
05/27/2022,5f25a384,Transfer,Pickup,,0,2700
05/27/2022,4575a27b,Transfer,Delivered,61,0,27950
05/27/2022,60d82851,Transfer,Delivered,72,1,3200
05/27/2022,49db1e56,Cash,Delivered,73,0,2600
05/27/2022,22dc42fd,Cash,Delivered,137,0,2700
05/27/2022,7fe0a388,Transfer,Pickup,,0,4800
05/28/2022,e6dbe88b,Cash,Delivered,,1,1000
05/28/2022,8745f945,Cash,Delivered,,0,1900
05/28/2022,a2da1416,Cash,Delivered,,0,10200
05/28/2022,68172694,Cash,Delivered,,0,4600
05/28/2022,b9f1bfc2,Cash,Delivered,,0,2450
05/28/2022,904a5a53,Cash,Delivered,,0,1900
05/28/2022,8aab83ae,Cash,Delivered,,1,3350
05/28/2022,e691b0bb,Transfer,Pickup,,1,4800
05/28/2022,0e47dd15,Cash,Delivered,,0,2600
05/28/2022,78187d33,Transfer,Pickup,,1,2100
05/28/2022,0db861f9,Transfer,Pickup,,1,2100
05/28/2022,f839f7e6,Cash,Delivered,,0,1100
05/28/2022,8be26478,Cash,Delivered,,0,2600
05/28/2022,11b97849,Transfer,Delivered,,2,15000
05/28/2022,0569c9de,Cash,Delivered,,1,2100
05/28/2022,36e29bb9,Transfer,Pickup,,0,3800
05/28/2022,24eb1bec,Cash,Delivered,,0,1900
05/28/2022,a379fe5a,Transfer,Pickup,,0,10600
05/28/2022,e378141d,Transfer,Delivered,,1,2100
05/28/2022,f6cd6cd7,Transfer,Delivered,,1,1000
05/28/2022,a09a2882,Transfer,Delivered,,0,4400
05/28/2022,a7bcad5b,Cash,Delivered,,2,3000
05/28/2022,2f52dc93,Transfer,Pickup,,1,2100
05/28/2022,768247e2,Transfer,Pickup,,0,2700
05/28/2022,cec9da28,Transfer,Delivered,,0,2200
05/28/2022,6a95f13e,Transfer,Pickup,,0,1700
06/01/2022,71d51679,Transfer,Pickup,,0,3800
06/01/2022,44787b31,Cash,Delivered,38,1,1000
06/01/2022,088787f9,Cash,Delivered,26,0,2450
06/01/2022,1dd37127,Transfer,Pickup,,0,1900
06/01/2022,e6b73016,Transfer,Pickup,,0,1100
06/01/2022,2c54c07d,Cash,Delivered,35,0,1900
06/01/2022,1a337d13,Transfer,Pickup,,0,1100
06/01/2022,cf51139c,Transfer,Pickup,,0,2900
06/02/2022,0771486f,Cash,Delivered,32,2,10350
06/02/2022,b3bdc5a0,Transfer,Delivered,20,2,30425
06/02/2022,f401f54a,Transfer,Pickup,,0,5700
06/02/2022,87bd8c82,Cash,Delivered,14,1,3600
06/02/2022,077f73a1,Cash,Delivered,83,0,1900
06/02/2022,6d094569,Cash,Delivered,24,0,5200
06/02/2022,85ef29c5,Cash,Delivered,43,0,3800
06/02/2022,ba307eee,Transfer,Pickup,,1,1000
06/02/2022,a63a0e46,Transfer,Pickup,,2,2000
06/02/2022,2c43ae4d,Transfer,Delivered,48,0,2600
06/02/2022,fc786cdd,Transfer,Pickup,,1,2100
06/03/2022,17342bfc,Transfer,Pickup,,3,4100
06/03/2022,4eb423bb,Cash,Delivered,,0,13500
06/03/2022,79545db8,Cash,Cancelled,,0,1900
06/03/2022,2bac56a1,Transfer,Delivered,153,1,6400
06/03/2022,c824b55f,Transfer,Pickup,,0,1700
06/03/2022,5a51e054,Cash,Delivered,87,0,2700
06/03/2022,7040651e,Transfer,Delivered,43,0,1700
06/03/2022,5664021a,Transfer,Delivered,52,1,11950
06/03/2022,1206ecc7,Cash,Delivered,34,0,5200
06/03/2022,6f0918b3,Transfer,Pickup,,2,3000
06/03/2022,9ecde66b,Transfer,Pickup,,0,2600
06/04/2022,a7b7593a,Transfer,Delivered,140,2,14550
06/04/2022,6138b4b9,Cash,Delivered,130,1,1000
06/04/2022,5e7ddb27,Transfer,Delivered,99,2,23500
06/04/2022,5509f840,Cash,Delivered,166,2,2000
06/04/2022,a4fe711d,Cash,Delivered,,1,2000
06/04/2022,c99ceffe,Cash,Delivered,160,0,6000
06/04/2022,9f6d1739,Cash,Delivered,147,1,3700
06/04/2022,4c732289,Cash,Delivered,68,1,3700
06/04/2022,96f1f785,Cash,Delivered,74,0,2600
06/04/2022,192503a1,Cash,Delivered,121,1,3600
06/04/2022,77174f67,Transfer,Delivered,100,1,3700
06/04/2022,7fca6464,Cash,Delivered,109,0,5300
06/04/2022,68bcae75,Transfer,Pickup,,0,2700
06/04/2022,b4d9e708,Transfer,Pickup,,0,1100
06/04/2022,2c9d5ff5,Transfer,Pickup,,1,1000
06/04/2022,8bcccc7f,Transfer,Pickup,,0,2450
06/04/2022,c40ff8af,Transfer,Pickup,,0,7350
06/04/2022,9ac6c41b,Transfer,Delivered,16,1,1000
06/04/2022,2c8151e6,Transfer,Pickup,,1,750
06/06/2022,f757a3bb,Cash,Delivered,33,0,5200
06/06/2022,418d7668,Cash,Delivered,25,0,3800
06/06/2022,0d6727b1,Cash,Delivered,23,0,3800
06/06/2022,d6bd4073,Transfer,Pickup,,0,1900
06/06/2022,4fb92357,Cash,Delivered,22,0,4500
06/06/2022,5d17b2a4,Cash,Delivered,26,0,6550
06/06/2022,9f7ac23e,Cash,Cancelled,,0,2450
06/06/2022,ce224c70,Transfer,Pickup,,0,2200
06/07/2022,1c2fbf67,Transfer,Pickup,,0,1900
06/07/2022,7ddbde36,Transfer,Pickup,,0,8800
06/07/2022,9160b855,Cash,Delivered,56,3,25200
06/07/2022,03f1a1ed,Cash,Delivered,38,1,3700
06/07/2022,49d9fd58,Cash,Delivered,34,1,3600
06/07/2022,ca269cfc,Transfer,Pickup,,0,2450
06/07/2022,b35c83b3,Cash,Delivered,39,1,2100
06/07/2022,66e18c35,Cash,Delivered,40,0,2700
06/07/2022,d798dea7,Cash,Delivered,32,1,1000
06/07/2022,af55e2b7,Cash,Delivered,42,0,2450
06/07/2022,4a666298,Transfer,Pickup,,0,1100
06/08/2022,11009a20,Cash,Delivered,36,0,2450
06/08/2022,37a6d73a,Cash,Delivered,33,2,11225
06/08/2022,fe79de80,Cash,Delivered,23,0,5500
06/08/2022,c7695915,Cash,Delivered,14,1,3700
06/08/2022,0c28d338,Cash,Delivered,69,0,2600
06/09/2022,12e556c1,Transfer,Delivered,225,3,27925
06/09/2022,3e76f8db,Cash,Delivered,46,0,2900
06/09/2022,7b10c1e7,Cash,Delivered,38,0,6000
06/09/2022,48f4fade,Cash,Delivered,41,1,2100
06/10/2022,d822e2a1,Cash,Cancelled,,0,3000
06/10/2022,5cbaded0,Cash,Delivered,44,1,5000
06/10/2022,d2876d5a,Cash,Delivered,51,1,3200
06/10/2022,3069e6d0,Cash,Delivered,13,0,2450
06/10/2022,c7dbbbcd,Cash,Delivered,,1,3100
06/10/2022,35d69f27,Transfer,Delivered,55,0,14900
06/10/2022,13ca5396,Transfer,Pickup,,0,7500
06/10/2022,4cc5e260,Transfer,Pickup,,0,2450
06/10/2022,fb37192a,Transfer,Pickup,,0,1100
06/10/2022,878fd605,Transfer,Pickup,,2,3000
06/10/2022,0270d4c1,Transfer,Pickup,,0,2450
06/10/2022,e228226a,Transfer,Pickup,,2,2000
06/11/2022,3b42ef5c,Transfer,Delivered,0,1,40875
06/11/2022,be3aeac4,Transfer,Delivered,34,1,3600
06/11/2022,500c8848,Transfer,Delivered,,5,10925
06/11/2022,f4024aef,Transfer,Delivered,31,0,5300
06/11/2022,5bb049a0,Transfer,Delivered,40,0,2200
06/11/2022,b7705b81,Transfer,Delivered,,1,1000
06/11/2022,3d829edc,Transfer,Delivered,,0,5300
06/11/2022,2086038b,Cash,Delivered,55,0,2700
06/11/2022,329231e6,Transfer,Pickup,,0,5300
06/11/2022,046f1a1a,Cash,Delivered,77,1,2100
06/11/2022,5d00d209,Cash,Delivered,88,0,2700
06/11/2022,ef809b53,Cash,Delivered,35,0,2700
06/11/2022,34e12941,Cash,Delivered,20,0,2900
06/11/2022,6ebdf7cd,Cash,Delivered,,1,2000
06/11/2022,f66fe4fc,Cash,Delivered,64,0,1100
06/13/2022,ae56bda7,Cash,Delivered,30,1,3600
06/13/2022,35c531a0,Cash,Delivered,158,0,2700
06/13/2022,81de236c,Cash,Delivered,110,0,5150
06/13/2022,2a85b51c,Cash,Delivered,125,0,2700
06/13/2022,b71236a3,Transfer,Delivered,94,1,24400
06/13/2022,c4e86407,Cash,Pickup,,1,8500
06/13/2022,a520b3b3,Transfer,Pickup,,1,1000
06/13/2022,92d8daba,Cash,Delivered,58,2,1750
06/13/2022,0cb3c799,Cash,Delivered,86,0,2700
06/13/2022,2e541b4f,Cash,Delivered,46,2,2000
06/13/2022,e0f1451b,Cash,Delivered,36,1,3200
06/13/2022,c797d85f,Cash,Delivered,56,2,2000
06/14/2022,8b3b0ba2,Cash,Delivered,16,1,3700
06/14/2022,2c9aab41,Transfer,Delivered,52,1,9500
06/14/2022,c327a706,Transfer,Delivered,33,1,3700
06/14/2022,e5c5dd99,Cash,Delivered,33,0,4350
06/14/2022,86166c78,Cash,Pickup,,0,1900
06/14/2022,f44fa9c9,Cash,Delivered,61,1,1000
06/14/2022,f632965b,Cash,Delivered,53,0,2450
06/14/2022,eb1f1518,Cash,Delivered,59,1,2000
06/14/2022,93ed2612,Cash,Delivered,73,0,2700
06/14/2022,5e10c710,Transfer,Pickup,,1,1000
06/14/2022,072d8ba7,Transfer,Delivered,42,1,2000
06/14/2022,7f06867f,Transfer,Pickup,,0,1100
06/15/2022,72f55bc0,Cash,Delivered,19,0,2700
06/15/2022,9aa136a8,Cash,Delivered,19,0,5300
06/15/2022,87339617,Cash,Delivered,34,1,4450
06/15/2022,8a1f8628,Cash,Delivered,26,0,2450
06/15/2022,65483d4f,Transfer,Pickup,,0,1000
06/16/2022,0ad9a632,Cash,Delivered,17,2,2000
06/16/2022,2c814a1c,Transfer,Pickup,,0,2200
06/16/2022,d074b6ef,Cash,Delivered,25,0,2450
06/16/2022,20e639e2,Cash,Delivered,40,0,2600
06/16/2022,8b6ec8fc,Cash,Delivered,,1,2100
06/16/2022,d837bbc8,Transfer,Delivered,,0,5300
06/16/2022,9c4e9921,Transfer,Pickup,,0,2450
06/16/2022,735d457d,Transfer,Pickup,,0,2450
06/17/2022,c2d06ccd,Transfer,Delivered,33,0,4600
06/17/2022,6dd28c62,Cash,Delivered,40,0,2450
06/17/2022,6a1bac26,Cash,Delivered,36,2,2000
06/17/2022,05432e0a,Cash,Delivered,20,2,2000
06/17/2022,c5a32611,Cash,Delivered,19,3,7000
06/17/2022,39a306c6,Cash,Delivered,85,0,2700
06/17/2022,700c1e19,Transfer,Delivered,14,0,4900
06/17/2022,3df5feb4,Cash,Delivered,37,1,2000
06/17/2022,b49685c6,Cash,Delivered,58,2,2750
06/17/2022,3be24c3a,Transfer,Delivered,37,1,13350
06/17/2022,ce430cd6,Transfer,Delivered,28,0,5700
06/17/2022,245474de,Transfer,Pickup,,0,2700
06/17/2022,cc99e2cb,Transfer,Delivered,69,0,2600
06/17/2022,0e2c8f7d,Transfer,Pickup,,0,3800
06/17/2022,2ebf5697,Cash,Delivered,48,1,3700
06/18/2022,3d60855d,Transfer,Delivered,55,1,15225
06/18/2022,c0b1b27d,Cash,Delivered,26,0,2700
06/18/2022,417762f6,Cash,Delivered,39,0,2100
06/18/2022,9e5dfa15,Cash,Pickup,,0,2700
06/18/2022,d5fdef1b,Cash,Delivered,29,0,2900
06/18/2022,1aef70ce,Cash,Delivered,16,0,2600
06/18/2022,02d51535,Transfer,Pickup,,1,2100
06/18/2022,72980711,Transfer,Pickup,,0,2600
06/18/2022,d93ee1c7,Cash,Delivered,18,0,2900
06/18/2022,d04e198e,POS,Pickup,,0,1000
06/18/2022,8d971b54,POS,Delivered,40,0,6900
06/18/2022,21de1f4c,Cash,Delivered,73,0,1900
06/18/2022,50f0b178,Transfer,Delivered,56,0,3200
06/18/2022,297530b5,Cash,Delivered,26,0,1000
06/18/2022,71a190a8,Transfer,Pickup,,0,2600
06/18/2022,0eb38640,POS,Pickup,,0,3800
06/18/2022,f25a9989,Cash,Delivered,28,0,2450
06/18/2022,a0a45954,Transfer,Delivered,16,0,4100
06/18/2022,fd01bfeb,Transfer,Delivered,68,0,5300
06/18/2022,67eac25f,Transfer,Delivered,33,0,2700
06/20/2022,a560948b,Transfer,Delivered,60,1,16925
06/20/2022,5b4980d3,Cash,Delivered,48,2,2000
06/20/2022,2819c243,Transfer,Delivered,21,0,54000
06/20/2022,6aa5cc91,Cash,Delivered,51,0,1700
06/20/2022,c87c3d91,Cash,Delivered,35,1,3450
06/20/2022,74039536,Cash,Delivered,33,0,2600
06/21/2022,3bf32b05,Cash,Delivered,23,1,2000
06/21/2022,84fbd2bc,Transfer,Pickup,,1,1000
06/21/2022,103dc608,Transfer,Delivered,19,2,1750
06/21/2022,6013ce8f,Transfer,Pickup,,0,3800
06/21/2022,0a8ac3aa,Cash,Pickup,,3,10400
06/21/2022,1266856d,Transfer,Pickup,,0,2200
06/21/2022,4546fadf,Transfer,Pickup,,0,1100
06/21/2022,597f874d,Cash,Delivered,22,1,3600
06/21/2022,f9275808,Cash,Delivered,,1,3450
06/22/2022,ad58faa9,POS,Pickup,,0,1900
06/22/2022,cff257a3,Transfer,Delivered,68,0,29050
06/22/2022,dd64a4f5,Cash,Delivered,20,0,39000
06/22/2022,4d0d94f3,Cash,Delivered,24,0,2900
06/22/2022,5ba21db2,Cash,Delivered,46,1,3600
06/22/2022,f5182ba9,Transfer,Pickup,,2,6450
06/22/2022,fc42901a,Transfer,Pickup,,3,2750
06/22/2022,2322f235,Transfer,Delivered,44,0,2700
06/23/2022,2d7caea6,Cash,Cancelled,,0,2900
06/23/2022,e3a3cedc,Transfer,Pickup,,0,5350
06/23/2022,7039bd75,Transfer,Delivered,11,1,23800
06/23/2022,3b51afd9,Cash,Cancelled,,0,4900
06/23/2022,416ed4f3,Cash,Delivered,26,0,4900
06/23/2022,36eae541,Cash,Pickup,,1,3600
06/23/2022,2b83c5ed,Cash,Delivered,44,1,2100
06/24/2022,48bfe474,Cash,Delivered,43,3,3000
06/24/2022,815b3d4a,Transfer,Delivered,143,1,3700
06/24/2022,5df8b59b,Transfer,Cancelled,,0,5400
06/24/2022,57a60f7c,Cash,Delivered,4,1,1000
06/24/2022,c82b963a,Cash,Delivered,75,1,1000
06/24/2022,d765cccb,Transfer,Pickup,,0,1100
06/24/2022,6c3f8aa1,Transfer,Pickup,,1,3600
06/24/2022,8c21059c,POS,Pickup,,0,2450
06/24/2022,75fdea9c,Cash,Delivered,28,0,3800
06/24/2022,0b8ddf62,Cash,Pickup,,1,1000
06/24/2022,34622a76,Transfer,Delivered,28,0,5400
06/25/2022,599de159,Transfer,Pickup,,0,3550
06/25/2022,5de761bf,Transfer,Delivered,18,0,14000
06/25/2022,f52019a3,Cash,Delivered,63,1,3700
06/25/2022,32075953,Cash,Delivered,17,1,3900
06/25/2022,24dd024e,Transfer,Delivered,50,0,5300
06/25/2022,26172146,Cash,Delivered,30,1,3600
06/25/2022,2d61c810,Cash,Delivered,40,0,2700
06/25/2022,b3e96fbf,Cash,Delivered,17,0,2700
06/25/2022,b2e6d720,Cash,Delivered,50,1,3700
06/25/2022,a85f541f,Cash,Delivered,54,3,3000
06/25/2022,fb17d164,Transfer,Delivered,12,1,2000
06/25/2022,eb93fcb9,Transfer,Pickup,,1,1000
06/25/2022,b6415550,Transfer,Pickup,,1,1000
06/25/2022,23d89402,Cash,Delivered,21,0,2700
06/25/2022,c0cb34d1,Transfer,Pickup,,1,1000
06/27/2022,04817c7b,Transfer,Delivered,29,0,59350
06/27/2022,232c0323,Transfer,Delivered,26,1,10200
06/27/2022,51d66805,Cash,Delivered,15,1,650
06/27/2022,d1ed1cd7,Transfer,Delivered,27,0,3600
06/28/2022,288b1b0f,Cash,Delivered,34,0,1900
06/28/2022,0f248e5c,Transfer,Delivered,25,0,15500
06/28/2022,713ecfdd,Transfer,Pickup,,1,7300
06/28/2022,353c7d49,Cash,Delivered,12,0,2700
06/28/2022,63dc8b14,Cash,Delivered,14,0,1100
06/28/2022,6635f664,Cash,Delivered,49,0,2600
06/28/2022,eb96e059,Transfer,Delivered,11,2,3000
06/28/2022,850f4645,Cash,Delivered,42,2,2000
06/28/2022,aedde800,Cash,Delivered,27,1,4450
06/29/2022,ced4432b,Transfer,Delivered,26,0,7263
06/29/2022,8f5670e2,Transfer,Delivered,21,0,32900
06/29/2022,d061235f,Cash,Delivered,9,0,2600
06/29/2022,00c5abba,Cash,Delivered,16,1,2000
06/29/2022,ab46cf66,Cash,Delivered,26,0,3600
06/29/2022,7b54d767,Cash,Delivered,89,1,3600
06/29/2022,19c9cb7b,Transfer,Pickup,,0,1100
06/29/2022,31c4b2d8,Cash,Delivered,16,0,4900
06/30/2022,45e31f9b,Transfer,Pickup,,0,2600
06/30/2022,bf60b4b3,Cash,Delivered,27,1,4450
06/30/2022,d3bce2e6,Transfer,Delivered,15,0,3800
06/30/2022,9ffe5165,Cash,Delivered,15,0,2900
06/30/2022,db9a4ba1,POS,Pickup,,0,1900
06/30/2022,6654d0bc,Cash,Delivered,25,1,2100
06/30/2022,83b56b1f,Cash,Delivered,16,1,1000
07/01/2022,febe773f,Cash,Delivered,32,0,2600
07/01/2022,669af653,POS,Pickup,,0,1900
07/01/2022,163c0806,Cash,Delivered,10,0,45900
07/01/2022,882ec2b8,Cash,Delivered,77,2,19800
07/01/2022,739fe41f,POS,Pickup,,1,2000
07/01/2022,c109d6ab,Transfer,Delivered,13,0,5200
07/01/2022,b356474b,POS,Pickup,,1,1000
07/02/2022,d78d36ad,Cash,Delivered,29,1,3450
07/02/2022,29946ce8,Cash,Delivered,29,1,2000
07/02/2022,f612cfa2,Cash,Delivered,47,3,3000
07/02/2022,7b1098b3,Transfer,Pickup,,1,2000
07/02/2022,705822e8,Cash,Delivered,31,0,2900
07/02/2022,ce014f8b,Transfer,Pickup,,0,2900
07/02/2022,5dd499ab,Transfer,Pickup,,0,1100
07/04/2022,dc423f24,Transfer,Delivered,15,2,3000
07/04/2022,1d67a20f,Transfer,Pickup,,1,2000
07/04/2022,0061980e,Cash,Delivered,20,1,3600
07/04/2022,6ee8fa5e,Cash,Delivered,29,2,3000
07/04/2022,ea40e40b,Transfer,Pickup,,2,2000
07/04/2022,22e7ce8c,Cash,Delivered,25,1,2000
07/04/2022,99209482,Transfer,Pickup,,1,4600
07/04/2022,068b8d15,Cash,Delivered,19,0,3700
07/04/2022,a89dd3a0,Transfer,Pickup,,0,1900
07/05/2022,63539359,Transfer,Delivered,41,0,32300
07/05/2022,d09e5976,Transfer,Delivered,40,1,2000
07/05/2022,46a11b96,Transfer,Delivered,14,1,1000
07/05/2022,959e4888,Cash,Delivered,,1,3350
07/05/2022,8dc90b26,Transfer,Pickup,,0,2700
07/05/2022,bb905720,Transfer,Pickup,,0,1900
07/06/2022,0f2186e2,Cash,Delivered,44,1,1000
07/06/2022,c9c0c935,Cash,Delivered,49,1,2000
07/07/2022,f15972b6,Cash,Delivered,38,0,2600
07/07/2022,462ffd7b,Transfer,Pickup,,2,2000
07/07/2022,86a63ec0,Transfer,Delivered,57,0,20100
07/07/2022,bae1941e,Cash,Delivered,18,0,2600
07/07/2022,a336a786,Cash,Delivered,24,2,2000
07/07/2022,d3e97063,Transfer,Pickup,,0,2600
07/08/2022,1c1f4b51,Cash,Delivered,21,1,2000
07/08/2022,31d01c2a,Transfer,Pickup,,1,1000
07/08/2022,bfe03a6c,Cash,Delivered,44,0,22900
07/08/2022,ed7c4cfc,Cash,Delivered,36,0,5400
07/08/2022,e9f0e561,Cash,Delivered,38,1,2900
07/08/2022,49679534,Transfer,Pickup,,0,3800
07/08/2022,b1b20dda,Cash,Delivered,20,2,3000
07/08/2022,f3c07d31,Transfer,Pickup,,1,2000
07/08/2022,68fb9da4,Transfer,Delivered,22,2,3000
07/08/2022,5e7c90cf,Cash,Delivered,23,0,2600
07/08/2022,917687b0,Transfer,Pickup,,1,2000
07/08/2022,a1811d11,Cash,Delivered,34,1,4600
07/08/2022,f0511729,Cash,Delivered,,1,2000
07/08/2022,b031aa58,Cash,Delivered,43,3,6000
07/08/2022,e7de5195,Transfer,Pickup,,1,4000
07/08/2022,431f6ef8,Cash,Delivered,49,1,4000
07/08/2022,94974e68,Transfer,Pickup,,1,1000
07/08/2022,10854449,Transfer,Delivered,30,1,2000
07/08/2022,50ffa940,Cash,Pickup,,1,2000
07/08/2022,eeefdfb5,Transfer,Pickup,,0,3400
07/09/2022,985c726b,Cash,Delivered,54,1,2000
07/09/2022,6d2a531d,Cash,Delivered,54,2,3000
07/09/2022,c53f410d,Cash,Delivered,19,1,2000
07/11/2022,b5831b17,Transfer,Delivered,22,1,4000
07/11/2022,c4dd4cec,Cash,Delivered,21,1,2000
07/11/2022,28fe3ba3,Cash,Delivered,30,1,1000
07/11/2022,9544b061,Cash,Delivered,69,2,8000
07/11/2022,b54d31f6,Cash,Delivered,110,2,2000
07/11/2022,b1003b06,Cash,Delivered,32,1,2000
07/11/2022,36adbe5e,Cash,Delivered,35,1,4000
07/11/2022,78dc749f,Cash,Delivered,,1,1000
